"id1","id2","materials_1","ObjectTypes_1","materials_2","ObjectTypes_2","element_to_change","element_changed","partition","query"
"costume_022538","art_153027","material animal | material fibroinós | seda","indumentària | roba d'home $ indumentària | accessori d'indumentària | accessori de mà | mocador | mocador de solapa $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | accessori d'indumentària | accessori de vestir | accessori per al coll | corbata $ indumentària | accessori d'indumentària $ indumentària | accessori d'indumentària | accessori de vestir | accessori per al coll | indumentària per al coll","material animal | material fibroinós | seda","indumentària | peça de vestir | peça de roba principal | quimono","vestit jaqueta","quimono","test_id","change jacket suit for kimono."
"costume_022538","costume_032494","material animal | material fibroinós | seda","indumentària | roba d'home $ indumentària | accessori d'indumentària | accessori de mà | mocador | mocador de solapa $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | accessori d'indumentària | accessori de vestir | accessori per al coll | corbata $ indumentària | accessori d'indumentària $ indumentària | accessori d'indumentària | accessori de vestir | accessori per al coll | indumentària per al coll","material animal | material fibroinós | seda","indumentària | peça de vestir | peça de roba principal | sari","vestit jaqueta","sari","test_id","change jacket suit for sari."
"costume_022538","costume_033799, costume_033977, costume_034170","material animal | material fibroinós | seda","indumentària | roba d'home $ indumentària | accessori d'indumentària | accessori de mà | mocador | mocador de solapa $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | accessori d'indumentària | accessori de vestir | accessori per al coll | corbata $ indumentària | accessori d'indumentària $ indumentària | accessori d'indumentària | accessori de vestir | accessori per al coll | indumentària per al coll","material animal | material fibroinós | seda","indumentària | roba de nit $ indumentària | peça de vestir | peça de roba principal | vestit","vestit jaqueta","vestit","test_id","change jacket suit for dress."
"costume_022538","costume_017870, costume_020651","material animal | material fibroinós | seda","indumentària | roba d'home $ indumentària | accessori d'indumentària | accessori de mà | mocador | mocador de solapa $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | accessori d'indumentària | accessori de vestir | accessori per al coll | corbata $ indumentària | accessori d'indumentària $ indumentària | accessori d'indumentària | accessori de vestir | accessori per al coll | indumentària per al coll","material animal | material fibroinós | seda","indumentària | roba d'home $ indumentària | accessori d'indumentària | accessori de vestir | lligadura | barret $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | accessori d'indumentària | accessori de vestir | lligadura | barret | barret de copa $ indumentària | accessori d'indumentària $ indumentària | accessori d'indumentària | accessori de vestir | lligadura","vestit jaqueta","vestit de carrer","test_id","change jacket suit for street dress."
"costume_022642","costume_022684","metall $ fibra | fibra sintètica","indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | roba interior $ indumentària | peça de vestir | roba interior | faixa","metall $ fibra | fibra sintètica","indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | roba interior $ indumentària | peça de vestir | roba interior | sostenidors","faixa","sostenidors","test_id","change band for brassiere."
"costume_022642","costume_022684","metall $ fibra | fibra sintètica","indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | roba interior $ indumentària | peça de vestir | roba interior | faixa","metall $ fibra | fibra sintètica","indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | roba interior $ indumentària | peça de vestir | roba interior | sostenidors","roba interior","sostenidors","test_id","change underwear for brassiere."
"costume_022642","costume_022684, costume_023207","metall $ fibra | fibra sintètica","indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | roba interior $ indumentària | peça de vestir | roba interior | faixa","metall $ fibra | fibra sintètica","indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | roba interior $ indumentària | peça de vestir | roba interior | sostenidors","vestit jaqueta","vestit de carrer","test_id","change jacket suit for street dress."
"costume_022664","costume_022732","metall $ fibra | fibra sintètica $ fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | roba interior | cotilla $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | roba interior $ indumentària | peça de vestir | roba interior | faixa","metall $ fibra | fibra sintètica $ fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | roba interior $ indumentària | peça de vestir | roba interior | sostenidors","cotilla","sostenidors","test_id","change gossip for brassiere."
"costume_022664","costume_022732","metall $ fibra | fibra sintètica $ fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | roba interior | cotilla $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | roba interior $ indumentària | peça de vestir | roba interior | faixa","metall $ fibra | fibra sintètica $ fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | roba interior $ indumentària | peça de vestir | roba interior | sostenidors","faixa","sostenidors","test_id","change band for brassiere."
"costume_022664","costume_022732","metall $ fibra | fibra sintètica $ fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | roba interior | cotilla $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | roba interior $ indumentària | peça de vestir | roba interior | faixa","metall $ fibra | fibra sintètica $ fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | roba interior $ indumentària | peça de vestir | roba interior | sostenidors","roba interior","sostenidors","test_id","change underwear for brassiere."
"costume_022664","costume_024276","metall $ fibra | fibra sintètica $ fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | roba interior | cotilla $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | roba interior $ indumentària | peça de vestir | roba interior | faixa","metall $ fibra | fibra sintètica $ fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | justacós $ indumentària | roba esportiva | roba de platja $ indumentària | peça de vestir | peça de roba principal | vestit $ indumentària | peça de vestir | peça de roba principal | davantal $ indumentària | roba de protecció | davantal $ indumentària | roba esportiva | roba de platja | banyador | vestit de bany de dues peces | biquini $ indumentària | peça de vestir | peça de roba principal | vestit | jumper","vestit jaqueta","justacós","test_id","change jacket suit for justaucorps."
"costume_022664","costume_024276","metall $ fibra | fibra sintètica $ fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | roba interior | cotilla $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | roba interior $ indumentària | peça de vestir | roba interior | faixa","metall $ fibra | fibra sintètica $ fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | justacós $ indumentària | roba esportiva | roba de platja $ indumentària | peça de vestir | peça de roba principal | vestit $ indumentària | peça de vestir | peça de roba principal | davantal $ indumentària | roba de protecció | davantal $ indumentària | roba esportiva | roba de platja | banyador | vestit de bany de dues peces | biquini $ indumentària | peça de vestir | peça de roba principal | vestit | jumper","vestit jaqueta","vestit","test_id","change jacket suit for dress."
"costume_022671","costume_022746","elastòmer | cautxú cel·lular $ metall $ plàstic | termoplàstic | poliamida | niló $ fibra | fibra sintètica $ material tèxtil | punta | punta a màquina","component biològic | material orgànic | elastòmer | cautxú cel·lular $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | roba interior $ indumentària | peça de vestir | roba interior | sostenidors $ component biològic | material orgànic | plàstic | termoplàstic | poliamida | niló $ labor | punta | punta a màquina","elastòmer | cautxú cel·lular $ metall $ plàstic | termoplàstic | poliamida | niló $ fibra | fibra sintètica $ material tèxtil | punta | punta a màquina","component biològic | material orgànic | elastòmer | cautxú cel·lular $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | roba interior $ indumentària | peça de vestir | peça de roba principal | bustier $ component biològic | material orgànic | plàstic | termoplàstic | poliamida | niló $ labor | punta | punta a màquina","vestit jaqueta","bustier","test_id","change jacket suit for bustier."
"costume_022732","costume_024276","metall $ fibra | fibra sintètica $ fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | roba interior $ indumentària | peça de vestir | roba interior | sostenidors","metall $ fibra | fibra sintètica $ fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | justacós $ indumentària | roba esportiva | roba de platja $ indumentària | peça de vestir | peça de roba principal | vestit $ indumentària | peça de vestir | peça de roba principal | davantal $ indumentària | roba de protecció | davantal $ indumentària | roba esportiva | roba de platja | banyador | vestit de bany de dues peces | biquini $ indumentària | peça de vestir | peça de roba principal | vestit | jumper","vestit jaqueta","justacós","test_id","change jacket suit for justaucorps."
"costume_022732","costume_024276","metall $ fibra | fibra sintètica $ fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | roba interior $ indumentària | peça de vestir | roba interior | sostenidors","metall $ fibra | fibra sintètica $ fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | justacós $ indumentària | roba esportiva | roba de platja $ indumentària | peça de vestir | peça de roba principal | vestit $ indumentària | peça de vestir | peça de roba principal | davantal $ indumentària | roba de protecció | davantal $ indumentària | roba esportiva | roba de platja | banyador | vestit de bany de dues peces | biquini $ indumentària | peça de vestir | peça de roba principal | vestit | jumper","vestit jaqueta","vestit","test_id","change jacket suit for dress."
"costume_022801","costume_033921","material animal | material de ceratina | pèl | llana","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","material animal | material de ceratina | pèl | llana","indumentària | peça de vestir | roba interior | enagos de cos sencer $ indumentària | peça de vestir | roba interior","cosset","enagos de cos sencer","test_id","change pod for full-body girdles."
"costume_022801","costume_034928, costume_034929","material animal | material de ceratina | pèl | llana","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","material animal | material de ceratina | pèl | llana","indumentària | roba de protecció | brusa llarga $ indumentària | peça de vestir | roba interior | samarreta interior $ indumentària | peça de vestir | roba interior","cosset","samarreta interior","test_id","change pod for undershirt."
"costume_022801","costume_033921","material animal | material de ceratina | pèl | llana","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","material animal | material de ceratina | pèl | llana","indumentària | peça de vestir | roba interior | enagos de cos sencer $ indumentària | peça de vestir | roba interior","roba interior","enagos de cos sencer","test_id","change underwear for full-body girdles."
"costume_022801","costume_034928, costume_034929","material animal | material de ceratina | pèl | llana","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","material animal | material de ceratina | pèl | llana","indumentària | roba de protecció | brusa llarga $ indumentària | peça de vestir | roba interior | samarreta interior $ indumentària | peça de vestir | roba interior","roba interior","samarreta interior","test_id","change underwear for undershirt."
"costume_022801","art_031670","material animal | material de ceratina | pèl | llana","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","material animal | material de ceratina | pèl | llana","indumentària | peça de vestir | peça de roba principal | suèter $ indumentària | peça de vestir | peça de roba principal | vestit | jumper","vestit jaqueta","suèter","test_id","change jacket suit for sweater."
"costume_022801","textile_003332, costume_034997, textile_004500","material animal | material de ceratina | pèl | llana","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","material animal | material de ceratina | pèl | llana","indumentària | vestit $ cadena","vestit jaqueta","vestit","test_id","change jacket suit for dress."
"costume_022806","costume_023935","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | roba interior | calça $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | roba interior $ indumentària | roba esportiva | barbote $ indumentària | peça de vestir | peça de roba principal | pantalons curts $ indumentària | peça de vestir | peça de roba principal | pantalons curts | pantalons curts esportius","cosset","calça","test_id","change pod for trousers."
"costume_022806","costume_033908, costume_033909, costume_034630","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | roba interior | sotafaldilles $ indumentària | peça de vestir | roba interior | sotafaldilles | enagos $ indumentària | peça de vestir | roba interior | crinolina $ indumentària | peça de vestir | roba interior","cosset","crinolina","test_id","change pod for crinoline."
"costume_022806","costume_033833, costume_033880, costume_034454","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | roba interior | enagos de cos sencer $ indumentària | peça de vestir | roba interior","cosset","enagos de cos sencer","test_id","change pod for full-body girdles."
"costume_022806","art_075791","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | roba interior | faixa","cosset","faixa","test_id","change pod for band."
"costume_022806","costume_034841","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | roba interior | samarreta interior","cosset","samarreta interior","test_id","change pod for undershirt."
"costume_022806","costume_033908, costume_033909","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | roba interior | sotafaldilles $ indumentària | peça de vestir | roba interior | sotafaldilles | enagos $ indumentària | peça de vestir | roba interior | crinolina $ indumentària | peça de vestir | roba interior","cosset","sotafaldilles","test_id","change pod for petticoat."
"costume_022806","costume_023935","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | roba interior | calça $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | roba interior $ indumentària | roba esportiva | barbote $ indumentària | peça de vestir | peça de roba principal | pantalons curts $ indumentària | peça de vestir | peça de roba principal | pantalons curts | pantalons curts esportius","roba interior","calça","test_id","change underwear for trousers."
"costume_022806","costume_022812, costume_018684","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","roba interior","cosset","test_id","change underwear for pod."
"costume_022806","costume_033908, costume_033909, costume_034630","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | roba interior | sotafaldilles $ indumentària | peça de vestir | roba interior | sotafaldilles | enagos $ indumentària | peça de vestir | roba interior | crinolina $ indumentària | peça de vestir | roba interior","roba interior","crinolina","test_id","change underwear for crinoline."
"costume_022806","costume_033833, costume_033880, costume_034454","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | roba interior | enagos de cos sencer $ indumentària | peça de vestir | roba interior","roba interior","enagos de cos sencer","test_id","change underwear for full-body girdles."
"costume_022806","art_075791","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | roba interior | faixa","roba interior","faixa","test_id","change underwear for band."
"costume_022806","costume_023887, costume_019608","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","fibra | fibra natural | fibra vegetal | cotó","indumentària | roba d'home $ indumentària | peça de vestir | peça de roba exterior $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | roba de protecció | granota","roba interior","peça de roba exterior","test_id","change underwear for outerwear."
"costume_022806","costume_034841","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | roba interior | samarreta interior","roba interior","samarreta interior","test_id","change underwear for undershirt."
"costume_022806","costume_033908, costume_033909","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | roba interior | sotafaldilles $ indumentària | peça de vestir | roba interior | sotafaldilles | enagos $ indumentària | peça de vestir | roba interior | crinolina $ indumentària | peça de vestir | roba interior","roba interior","sotafaldilles","test_id","change underwear for petticoat."
"costume_022806","textile_007780","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","material tèxtil | cotó","indumentària | peça de vestir | peça de roba principal | caftà $ labor | brodat","vestit jaqueta","caftà","test_id","change jacket suit for caftan."
"costume_022806","costume_025503","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | camisa $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | camisa | samarreta","vestit jaqueta","camisa","test_id","change jacket suit for shirt."
"costume_022806","costume_011604","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | pantalons $ indumentària | peça de vestir | peça de roba principal | jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | roba esportiva | barbote $ indumentària | peça de vestir | peça de roba principal | pantalons curts $ indumentària | peça de vestir | peça de roba principal | pantalons curts | pantalons curts esportius","vestit jaqueta","jaqueta","test_id","change jacket suit for jacket."
"costume_022806","costume_011604","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | pantalons $ indumentària | peça de vestir | peça de roba principal | jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | roba esportiva | barbote $ indumentària | peça de vestir | peça de roba principal | pantalons curts $ indumentària | peça de vestir | peça de roba principal | pantalons curts | pantalons curts esportius","vestit jaqueta","pantalons","test_id","change jacket suit for trousers."
"costume_022806","costume_023935, costume_011604","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | roba interior | calça $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | roba interior $ indumentària | roba esportiva | barbote $ indumentària | peça de vestir | peça de roba principal | pantalons curts $ indumentària | peça de vestir | peça de roba principal | pantalons curts | pantalons curts esportius","vestit jaqueta","pantalons curts","test_id","change jacket suit for shorts."
"costume_022806","textile_011230, costume_023862, textile_015344, costume_034582","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","material tèxtil | cotó","indumentària | peça de vestir | peça de roba principal | vestit $ art","vestit jaqueta","vestit","test_id","change jacket suit for dress."
"costume_022812","costume_023935","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | roba interior | calça $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | roba interior $ indumentària | roba esportiva | barbote $ indumentària | peça de vestir | peça de roba principal | pantalons curts $ indumentària | peça de vestir | peça de roba principal | pantalons curts | pantalons curts esportius","cosset","calça","test_id","change pod for trousers."
"costume_022812","costume_033908, costume_033909, costume_034630","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | roba interior | sotafaldilles $ indumentària | peça de vestir | roba interior | sotafaldilles | enagos $ indumentària | peça de vestir | roba interior | crinolina $ indumentària | peça de vestir | roba interior","cosset","crinolina","test_id","change pod for crinoline."
"costume_022812","costume_033833, costume_033880, costume_034454","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | roba interior | enagos de cos sencer $ indumentària | peça de vestir | roba interior","cosset","enagos de cos sencer","test_id","change pod for full-body girdles."
"costume_022812","art_075791","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | roba interior | cosset $ indumentària | peça de vestir | roba interior","fibra | fibra natural | fibra vegetal | cotó","indumentària | peça de vestir | roba interior | faixa","cosset","faixa","test_id","change pod for band."
